Symptoms,Disease,Description,Precautions,Disclaimer
"blurred vision, chest pain, dizziness, headache, nosebleeds",Hypertension,A condition where the force of blood against artery walls is high.,"Low salt diet, Exercise, Monitor BP, Avoid stress","MedChain+ can make mistakes, so don't panic."
"blurred vision, dizziness, headache, nosebleeds",Hypertension,A condition where the force of blood against artery walls is high.,"Low salt diet, Exercise, Monitor BP, Avoid stress","MedChain+ can make mistakes, so don't panic."
"blurred vision, chest pain, dizziness, headache, nosebleeds",Hypertension,A condition where the force of blood against artery walls is high.,"Low salt diet, Exercise, Monitor BP, Avoid stress","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, headache",Hypertension,A condition where the force of blood against artery walls is high.,"Low salt diet, Exercise, Monitor BP, Avoid stress","MedChain+ can make mistakes, so don't panic."
"dizziness, headache, nosebleeds",Hypertension,A condition where the force of blood against artery walls is high.,"Low salt diet, Exercise, Monitor BP, Avoid stress","MedChain+ can make mistakes, so don't panic."
"blurred vision, dizziness, nosebleeds",Hypertension,A condition where the force of blood against artery walls is high.,"Low salt diet, Exercise, Monitor BP, Avoid stress","MedChain+ can make mistakes, so don't panic."
"blurred vision, dizziness, headache, nosebleeds",Hypertension,A condition where the force of blood against artery walls is high.,"Low salt diet, Exercise, Monitor BP, Avoid stress","MedChain+ can make mistakes, so don't panic."
"blurred vision, chest pain, dizziness, nosebleeds",Hypertension,A condition where the force of blood against artery walls is high.,"Low salt diet, Exercise, Monitor BP, Avoid stress","MedChain+ can make mistakes, so don't panic."
"blurred vision, chest pain, dizziness, headache",Hypertension,A condition where the force of blood against artery walls is high.,"Low salt diet, Exercise, Monitor BP, Avoid stress","MedChain+ can make mistakes, so don't panic."
"blurred vision, chest pain, dizziness",Hypertension,A condition where the force of blood against artery walls is high.,"Low salt diet, Exercise, Monitor BP, Avoid stress","MedChain+ can make mistakes, so don't panic."
"blurred vision, chest pain, headache",Hypertension,A condition where the force of blood against artery walls is high.,"Low salt diet, Exercise, Monitor BP, Avoid stress","MedChain+ can make mistakes, so don't panic."
"blurred vision, headache, nosebleeds",Hypertension,A condition where the force of blood against artery walls is high.,"Low salt diet, Exercise, Monitor BP, Avoid stress","MedChain+ can make mistakes, so don't panic."
"chest pain, headache, nosebleeds",Hypertension,A condition where the force of blood against artery walls is high.,"Low salt diet, Exercise, Monitor BP, Avoid stress","MedChain+ can make mistakes, so don't panic."
"blurred vision, dizziness, nosebleeds",Hypertension,A condition where the force of blood against artery walls is high.,"Low salt diet, Exercise, Monitor BP, Avoid stress","MedChain+ can make mistakes, so don't panic."
"blurred vision, chest pain, nosebleeds",Hypertension,A condition where the force of blood against artery walls is high.,"Low salt diet, Exercise, Monitor BP, Avoid stress","MedChain+ can make mistakes, so don't panic."
"chest pain, headache, nosebleeds",Hypertension,A condition where the force of blood against artery walls is high.,"Low salt diet, Exercise, Monitor BP, Avoid stress","MedChain+ can make mistakes, so don't panic."
"blurred vision, dizziness, headache, nosebleeds",Hypertension,A condition where the force of blood against artery walls is high.,"Low salt diet, Exercise, Monitor BP, Avoid stress","MedChain+ can make mistakes, so don't panic."
"blurred vision, chest pain, dizziness, headache, nosebleeds",Hypertension,A condition where the force of blood against artery walls is high.,"Low salt diet, Exercise, Monitor BP, Avoid stress","MedChain+ can make mistakes, so don't panic."
"blurred vision, chest pain, dizziness",Hypertension,A condition where the force of blood against artery walls is high.,"Low salt diet, Exercise, Monitor BP, Avoid stress","MedChain+ can make mistakes, so don't panic."
"blurred vision, chest pain, dizziness, headache, nosebleeds",Hypertension,A condition where the force of blood against artery walls is high.,"Low salt diet, Exercise, Monitor BP, Avoid stress","MedChain+ can make mistakes, so don't panic."
"blurred vision, chest pain, dizziness, headache, nosebleeds",Hypertension,A condition where the force of blood against artery walls is high.,"Low salt diet, Exercise, Monitor BP, Avoid stress","MedChain+ can make mistakes, so don't panic."
"chest pain, headache, nosebleeds",Hypertension,A condition where the force of blood against artery walls is high.,"Low salt diet, Exercise, Monitor BP, Avoid stress","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, headache",Hypertension,A condition where the force of blood against artery walls is high.,"Low salt diet, Exercise, Monitor BP, Avoid stress","MedChain+ can make mistakes, so don't panic."
"blurred vision, chest pain, dizziness, headache, nosebleeds",Hypertension,A condition where the force of blood against artery walls is high.,"Low salt diet, Exercise, Monitor BP, Avoid stress","MedChain+ can make mistakes, so don't panic."
"blurred vision, chest pain, dizziness",Hypertension,A condition where the force of blood against artery walls is high.,"Low salt diet, Exercise, Monitor BP, Avoid stress","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, headache",Hypertension,A condition where the force of blood against artery walls is high.,"Low salt diet, Exercise, Monitor BP, Avoid stress","MedChain+ can make mistakes, so don't panic."
"blurred vision, chest pain, dizziness, headache, nosebleeds",Hypertension,A condition where the force of blood against artery walls is high.,"Low salt diet, Exercise, Monitor BP, Avoid stress","MedChain+ can make mistakes, so don't panic."
"blurred vision, chest pain, dizziness, headache, nosebleeds",Hypertension,A condition where the force of blood against artery walls is high.,"Low salt diet, Exercise, Monitor BP, Avoid stress","MedChain+ can make mistakes, so don't panic."
"blurred vision, chest pain, dizziness, nosebleeds",Hypertension,A condition where the force of blood against artery walls is high.,"Low salt diet, Exercise, Monitor BP, Avoid stress","MedChain+ can make mistakes, so don't panic."
"blurred vision, chest pain, headache, nosebleeds",Hypertension,A condition where the force of blood against artery walls is high.,"Low salt diet, Exercise, Monitor BP, Avoid stress","MedChain+ can make mistakes, so don't panic."
"blurred vision, dizziness, headache, nosebleeds",Hypertension,A condition where the force of blood against artery walls is high.,"Low salt diet, Exercise, Monitor BP, Avoid stress","MedChain+ can make mistakes, so don't panic."
"blurred vision, chest pain, dizziness, headache, nosebleeds",Hypertension,A condition where the force of blood against artery walls is high.,"Low salt diet, Exercise, Monitor BP, Avoid stress","MedChain+ can make mistakes, so don't panic."
"blurred vision, chest pain, dizziness",Hypertension,A condition where the force of blood against artery walls is high.,"Low salt diet, Exercise, Monitor BP, Avoid stress","MedChain+ can make mistakes, so don't panic."
"blurred vision, dizziness, headache, nosebleeds",Hypertension,A condition where the force of blood against artery walls is high.,"Low salt diet, Exercise, Monitor BP, Avoid stress","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, headache, nosebleeds",Hypertension,A condition where the force of blood against artery walls is high.,"Low salt diet, Exercise, Monitor BP, Avoid stress","MedChain+ can make mistakes, so don't panic."
"blurred vision, dizziness, headache",Hypertension,A condition where the force of blood against artery walls is high.,"Low salt diet, Exercise, Monitor BP, Avoid stress","MedChain+ can make mistakes, so don't panic."
"blurred vision, headache, nosebleeds",Hypertension,A condition where the force of blood against artery walls is high.,"Low salt diet, Exercise, Monitor BP, Avoid stress","MedChain+ can make mistakes, so don't panic."
"blurred vision, dizziness, headache, nosebleeds",Hypertension,A condition where the force of blood against artery walls is high.,"Low salt diet, Exercise, Monitor BP, Avoid stress","MedChain+ can make mistakes, so don't panic."
"blurred vision, chest pain, nosebleeds",Hypertension,A condition where the force of blood against artery walls is high.,"Low salt diet, Exercise, Monitor BP, Avoid stress","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, headache, nosebleeds",Hypertension,A condition where the force of blood against artery walls is high.,"Low salt diet, Exercise, Monitor BP, Avoid stress","MedChain+ can make mistakes, so don't panic."
"dizziness, headache, nosebleeds",Hypertension,A condition where the force of blood against artery walls is high.,"Low salt diet, Exercise, Monitor BP, Avoid stress","MedChain+ can make mistakes, so don't panic."
"blurred vision, dizziness, nosebleeds",Hypertension,A condition where the force of blood against artery walls is high.,"Low salt diet, Exercise, Monitor BP, Avoid stress","MedChain+ can make mistakes, so don't panic."
"blurred vision, chest pain, dizziness, headache, nosebleeds",Hypertension,A condition where the force of blood against artery walls is high.,"Low salt diet, Exercise, Monitor BP, Avoid stress","MedChain+ can make mistakes, so don't panic."
"blurred vision, chest pain, dizziness, headache, nosebleeds",Hypertension,A condition where the force of blood against artery walls is high.,"Low salt diet, Exercise, Monitor BP, Avoid stress","MedChain+ can make mistakes, so don't panic."
"blurred vision, chest pain, dizziness, headache, nosebleeds",Hypertension,A condition where the force of blood against artery walls is high.,"Low salt diet, Exercise, Monitor BP, Avoid stress","MedChain+ can make mistakes, so don't panic."
"blurred vision, chest pain, dizziness, nosebleeds",Hypertension,A condition where the force of blood against artery walls is high.,"Low salt diet, Exercise, Monitor BP, Avoid stress","MedChain+ can make mistakes, so don't panic."
"blurred vision, chest pain, dizziness, headache, nosebleeds",Hypertension,A condition where the force of blood against artery walls is high.,"Low salt diet, Exercise, Monitor BP, Avoid stress","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, headache, nosebleeds",Hypertension,A condition where the force of blood against artery walls is high.,"Low salt diet, Exercise, Monitor BP, Avoid stress","MedChain+ can make mistakes, so don't panic."
